,Global_Event_ID,Day,YYYYMM,YYYY,Day_Time,Actor_1_Country_Code,Actor_1_Name,Actor_1_Country_ABBR,Actor_1_Known_Group_Code,Actor_1_Ethnic_Code,Actor_1_Religion_Code,Actor_1_Religion_2_Code,Actor_1_Role,Actor_1_Role2,Actor_1_Role3,Actor_2_Country_Code,Actor_2_Name,Actor_2_Country_ABBR,Actor_2_Know_Group_Code,Actor_2_Ethnic_Code,Actor_2_Religion_Code,Actor_2_Religion_2_Code,Actor_2_Role,Actor_2_Role2,Actor_2_Role3,Is_Root_Event,Event_Code,Event_Base_Code,Event_Root_Code,Quad_Class,Goldstein_Scale,Num_Mentions,Num_Sources,Num_Articles,AVG_TONE,Actor_1_Geo_Type,Actor_1_Geo_FullName,Actor_1_Geo_Country_Code,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor_2_Geo_Type,Actor_2_Geo_FullName,Actor_2_Geo_Country_Code,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,Mention_Type,ST_PR_CNTRY,Country,ADM1Code_Extra,ADM2Code_Extra,Lat_Extra,Long_Extra,ActorGeo_FeaturID_Extra,Date_Added,Source_URL,Confidence
10,954708276,20201114,202011,2020,2020.8603,ARE,DUBAI,ARE,,,,,,,,BHR,BAHRAIN,BHR,,,,,,,,1,042,42,4,1,1.9,6,1,6,-1.30208333333333,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,20201114071500,https://www.military.com/daily-news/2020/11/13/us-military-flew-terminally-ill-bahrain-premier-america.html,60
11,954708277,20201114,202011,2020,2020.8603,ARE,DUBAI,ARE,,,,,,,,BHR,BAHRAIN,BHR,,,,,,,,1,042,42,4,1,1.9,2,1,2,-1.30208333333333,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,1,Saudi Arabia,SA,SA,,25.0,45.0,SA,1,Saudi Arabia,SA,SA,,25.0,45.0,SA,20201114071500,https://www.military.com/daily-news/2020/11/13/us-military-flew-terminally-ill-bahrain-premier-america.html,20
12,954708287,20201114,202011,2020,2020.8603,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,NGA,NIGERIAN,NGA,,,,,,,,0,173,173,17,4,-5.0,6,1,6,-8.61889927310492,1,United Arab Emirates,AE,AE,,24.0,54.0,AE,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,20201114071500,https://punchng.com/eavesdropper-protests-arent-illegal/,60
13,954708288,20201114,202011,2020,2020.8603,ARE,UNITED ARAB EMIRATES,ARE,,,,,,,,NGA,NIGERIA,NGA,,,,,,,,0,173,173,17,4,-5.0,4,1,4,-8.61889927310492,1,United Arab Emirates,AE,AE,,24.0,54.0,AE,4,"Lagos, Lagos, Nigeria",NI,NI05,191416,6.45306,3.39583,-2017355,1,United Arab Emirates,AE,AE,,24.0,54.0,AE,20201114071500,https://punchng.com/eavesdropper-protests-arent-illegal/,40
14,954708289,20201114,202011,2020,2020.8603,ARE,ABU DHABI,ARE,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,043,43,4,1,2.8,2,1,2,0.52980132450331,4,"Manama, Al Manamah, Bahrain",BA,BA02,25307,26.2361,50.5831,-784833,3,"Hollywood, California, United States",US,USCA,CA037,34.0983,-118.327,1660757,4,"Dubai, Dubayy, United Arab Emirates",AE,AE03,28575,25.2522,55.28,-782831,20201114071500,https://apnews.com/article/virus-outbreak-dubai-saudi-arabia-united-arab-emirates-red-sea-2385c10ec52e3e487812b69870ce2c38,20
15,954708292,20201114,202011,2020,2020.8603,ARG,ARGENTINA,ARG,,,,,,,,GBR,BRITISH,GBR,,,,,,,,1,172,172,17,4,-5.0,4,1,4,1.9400352733686,1,Argentina,AR,AR,,-34.0,-64.0,AR,4,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,1,Argentina,AR,AR,,-34.0,-64.0,AR,20201114071500,https://www.spokesman.com/stories/2020/nov/13/most-remote-island-creates-massive-marine-protecti/,40
16,954708293,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,020,20,2,1,3.0,6,1,6,-4.6875,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,60
17,954708294,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,020,20,2,1,3.0,4,1,4,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,40
18,954708295,20201114,202011,2020,2020.8603,ARM,YEREVAN,ARM,,,,,,,,AZE,BAKU,AZE,,,,,,,,0,0841,84,8,2,7.0,5,1,5,-4.6875,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,50
19,954708296,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,0841,84,8,2,7.0,2,1,2,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,20
20,954708297,20201114,202011,2020,2020.8603,ARM,YEREVAN,ARM,,,,,,,,AZE,BAKU,AZE,,,,,,,,0,0841,84,8,2,7.0,1,1,1,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Vostochny, Krasnodarskiy Kray, Russia",RS,RS38,25065,45.1853,38.7755,-3035838,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20201114071500,https://tass.com/world/1223649,10
21,954708298,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,153,153,15,4,-7.2,6,1,6,-4.6875,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,60
22,954708299,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,153,153,15,4,-7.2,4,1,4,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,40
23,954708300,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,190,190,19,4,-10.0,6,1,6,-4.6875,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20201114071500,https://tass.com/world/1223649,60
24,954708301,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,20
25,954708302,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,AZE,AZERBAIJAN,AZE,,,,,,,,0,190,190,19,4,-10.0,2,1,2,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20201114071500,https://tass.com/world/1223649,20
26,954708305,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,020,20,2,1,3.0,2,1,2,-0.56529112492934,1,Armenia,AM,AM,,40.0,45.0,AM,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,1,Armenia,AM,AM,,40.0,45.0,AM,20201114071500,https://thediplomat.com/2020/11/was-the-nagorno-karabakh-deal-a-missed-opportunity-for-the-csto/,20
27,954708306,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,RUS,MOSCOW,RUS,,,,,,,,1,030,30,3,1,4.0,2,1,2,-0.56529112492934,1,Armenia,AM,AM,,40.0,45.0,AM,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20201114071500,https://thediplomat.com/2020/11/was-the-nagorno-karabakh-deal-a-missed-opportunity-for-the-csto/,20
28,954708307,20201114,202011,2020,2020.8603,ARM,ARMENIAN,ARM,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,042,42,4,1,1.9,4,1,4,-0.56529112492934,1,Armenia,AM,AM,,40.0,45.0,AM,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,1,Armenia,AM,AM,,40.0,45.0,AM,20201114071500,https://thediplomat.com/2020/11/was-the-nagorno-karabakh-deal-a-missed-opportunity-for-the-csto/,40
29,954708308,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,1,060,60,6,2,6.0,2,1,2,-0.56529112492934,1,Armenia,AM,AM,,40.0,45.0,AM,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20201114071500,https://thediplomat.com/2020/11/was-the-nagorno-karabakh-deal-a-missed-opportunity-for-the-csto/,20
30,954708309,20201114,202011,2020,2020.8603,ARM,ARMENIA,ARM,,,,,,,,RUS,RUSSIAN,RUS,,,,,,,,1,0871,87,8,2,9.0,2,1,2,-4.6875,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Vostochny, Krasnodarskiy Kray, Russia",RS,RS38,25065,45.1853,38.7755,-3035838,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,20
31,954708310,20201114,202011,2020,2020.8603,ARM,ARMENIAN,ARM,,,,,,,,RUSGOV,RUSSIAN,RUS,,,,,GOV,,,1,042,42,4,1,1.9,6,1,6,-0.56529112492934,1,Armenia,AM,AM,,40.0,45.0,AM,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,1,Armenia,AM,AM,,40.0,45.0,AM,20201114071500,https://thediplomat.com/2020/11/was-the-nagorno-karabakh-deal-a-missed-opportunity-for-the-csto/,60
32,954708311,20201114,202011,2020,2020.8603,ARMGOV,ARMENIAN,ARM,,,,,GOV,,,AZEGOV,AZERBAIJANI,AZE,,,,,GOV,,,1,0871,87,8,2,9.0,3,1,3,-4.6875,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,30
33,954708312,20201114,202011,2020,2020.8603,ARMGOV,ARMENIA,ARM,,,,,GOV,,,RUS,RUSSIAN,RUS,,,,,,,,1,0871,87,8,2,9.0,2,1,2,-4.6875,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Vostochny, Krasnodarskiy Kray, Russia",RS,RS38,25065,45.1853,38.7755,-3035838,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,20
34,954708313,20201114,202011,2020,2020.8603,ARMGOV,ARMENIAN,ARM,,,,,GOV,,,RUSGOV,RUSSIAN,RUS,,,,,GOV,,,1,0871,87,8,2,9.0,3,1,3,-4.6875,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Vostochny, Krasnodarskiy Kray, Russia",RS,RS38,25065,45.1853,38.7755,-3035838,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,30
35,954708344,20201114,202011,2020,2020.8603,AUT,AUSTRIA,AUT,,,,,,,,USA,NEW YORK,USA,,,,,,,,0,043,43,4,1,2.8,2,1,2,2.20941402497599,1,Austria,AU,AU,,47.333333,13.333333,AU,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,1,Austria,AU,AU,,47.333333,13.333333,AU,20201114071500,https://www.heraldnews.com/story/entertainment/2020/11/13/art-beat-tiverton-painter-peter-dickison/6279197002/,20
36,954708345,20201114,202011,2020,2020.8603,AUT,AUSTRIA,AUT,,,,,,,,USA,NEW YORK,USA,,,,,,,,0,043,43,4,1,2.8,3,1,3,2.20941402497599,1,Austria,AU,AU,,47.333333,13.333333,AU,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20201114071500,https://www.heraldnews.com/story/entertainment/2020/11/13/art-beat-tiverton-painter-peter-dickison/6279197002/,30
37,954708346,20201114,202011,2020,2020.8603,AUT,AUSTRIA,AUT,,,,,,,,USA,NEW YORK,USA,,,,,,,,0,043,43,4,1,2.8,2,1,2,2.20941402497599,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20201114071500,https://www.heraldnews.com/story/entertainment/2020/11/13/art-beat-tiverton-painter-peter-dickison/6279197002/,20
38,954708347,20201114,202011,2020,2020.8603,AUTELI,AUSTRIAN,AUT,,,,,ELI,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,1,010,10,1,1,0.0,1,1,1,-2.93255131964809,4,"Salisbury, Mashonaland East, Zimbabwe",ZI,ZI04,40197,-17.8178,31.0447,-2312291,4,"Salzburg, Salzburg, Austria",AU,AU05,5638,47.8,13.0333,-1989985,4,"Salzburg, Salzburg, Austria",AU,AU05,5638,47.8,13.0333,-1989985,20201114071500,https://news.yahoo.com/austrian-colonel-spied-nato-russia-211914924.html,10
39,954708348,20201114,202011,2020,2020.8603,AUTELI,AUSTRIAN,AUT,,,,,ELI,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,1,010,10,1,1,0.0,1,1,1,-2.93255131964809,4,"Salisbury, Mashonaland East, Zimbabwe",ZI,ZI04,40197,-17.8178,31.0447,-2312291,4,"Salisbury, Mashonaland East, Zimbabwe",ZI,ZI04,40197,-17.8178,31.0447,-2312291,4,"Salisbury, Mashonaland East, Zimbabwe",ZI,ZI04,40197,-17.8178,31.0447,-2312291,20201114071500,https://news.yahoo.com/austrian-colonel-spied-nato-russia-211914924.html,10
40,954708349,20201114,202011,2020,2020.8603,AZE,AZERBAIJAN,AZE,,,,,,,,ARM,ARMENIA,ARM,,,,,,,,0,020,20,2,1,3.0,6,1,6,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,60
41,954708350,20201114,202011,2020,2020.8603,AZE,AZERBAIJAN,AZE,,,,,,,,ARM,ARMENIA,ARM,,,,,,,,0,020,20,2,1,3.0,4,1,4,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,40
42,954708351,20201114,202011,2020,2020.8603,AZE,AZERBAIJAN,AZE,,,,,,,,ARM,ARMENIA,ARM,,,,,,,,1,0356,35,3,1,7.0,10,1,10,0.340715502555369,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20201114071500,https://themuslimtimes.info/2020/11/14/winners-of-the-nagorno-karabakh-deal/,100
43,954708352,20201114,202011,2020,2020.8603,AZE,BAKU,AZE,,,,,,,,ARM,YEREVAN,ARM,,,,,,,,0,0841,84,8,2,7.0,5,1,5,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,50
44,954708353,20201114,202011,2020,2020.8603,AZE,AZERBAIJAN,AZE,,,,,,,,ARM,ARMENIA,ARM,,,,,,,,0,0841,84,8,2,7.0,2,1,2,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,20
45,954708354,20201114,202011,2020,2020.8603,AZE,BAKU,AZE,,,,,,,,ARM,YEREVAN,ARM,,,,,,,,0,0841,84,8,2,7.0,1,1,1,-4.6875,4,"Vostochny, Krasnodarskiy Kray, Russia",RS,RS38,25065,45.1853,38.7755,-3035838,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,20201114071500,https://tass.com/world/1223649,10
46,954708355,20201114,202011,2020,2020.8603,AZE,AZERBAIJAN,AZE,,,,,,,,ARM,ARMENIA,ARM,,,,,,,,0,153,153,15,4,-7.2,6,1,6,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,60
47,954708356,20201114,202011,2020,2020.8603,AZE,AZERBAIJAN,AZE,,,,,,,,ARM,ARMENIA,ARM,,,,,,,,0,153,153,15,4,-7.2,4,1,4,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,40
48,954708357,20201114,202011,2020,2020.8603,AZE,AZERBAIJAN,AZE,,,,,,,,ARM,ARMENIA,ARM,,,,,,,,0,1724,172,17,4,-5.0,6,1,6,-4.6875,4,"Baku, Baki*, Azerbaijan",AJ,AJ09,534,40.3953,49.8822,-2705195,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,4,"Yerevan, Yerevan*, Armenia",AM,AM11,4936,40.1811,44.5136,-2325645,20201114071500,https://tass.com/world/1223649,60
